crn,rdwy_seq_num,adj_rdwy_seq,county,route,segment,offset,rdwy_orient,lane_count,speed_limit,street_name,road_owner,access_ctrl,year_county
2018090945,5,4,67,,,,N,2,25,BINGHAM ST,4,,2018-67
2018090946,3,3,67,,,,S,2,25,OLD YORK RD,4,,2018-67
2018090958,3,3,67,,,,E,2,25,COMLY ST,4,,2018-67
2018093051,3,4,67,,,,N,2,25,GLENWOOD AV,4,,2018-67
2018093066,4,4,67,2008,61,1804,W,2,30,GIRARD AV,2,3,2018-67
2018093137,5,5,67,,,,N,2,25,42ND ST,4,,2018-67
2018096530,4,4,67,8001,750,705,N,1,20,RAMP B RD,2,1,2018-67
2018096616,3,3,67,3010,54,1112,E,4,30,MARKET ST,2,3,2018-67
2018093378,6,6,67,532,91,2423,S,2,35,BUSTLETON AV,2,3,2018-67
2018097351,3,3,67,95,211,2650,S,3,55,DELAWARE EX,1,1,2018-67
2018096924,3,3,67,,,,E,2,25,JEANES ST,4,,2018-67
2018091632,3,4,67,,,,E,2,30,MAIN ST,4,,2018-67
2018095817,3,3,67,3017,40,1183,N,2,35,FIFTYSECOND ST,2,3,2018-67
2018095845,4,3,67,,,,N,2,30,OLD YORK RD,4,,2018-67
2018095849,4,3,67,,,,W,2,25,LYCOMING ST,4,,2018-67
2018090309,5,5,67,,,,W,2,,PRESIDENTIAL BL,4,,2018-67
2018095886,3,4,67,,,,E,1,25,ONTARIO ST,4,,2018-67
2018095913,3,3,67,291,180,526,N,2,25,BROAD ST,2,3,2018-67
2018095913,5,5,67,,,,W,2,25,SPRUCE ST,4,,2018-67
2018095916,4,3,67,1018,40,0,E,2,45,GRANT AV,2,3,2018-67
2018095925,5,5,67,,,,N,2,25,FRONT ST,4,,2018-67
2018095926,3,3,67,2676,14,1200,E,2,25,VINE ST,2,3,2018-67
2018095928,4,4,67,3010,101,784,W,3,30,MARKET ST,2,3,2018-67
2018095935,3,3,67,13,201,1856,S,3,25,LEVICK ST,2,3,2018-67
2018092711,3,3,67,3018,30,533,E,2,45,HAVERFORD AV,2,3,2018-67
2018092717,3,3,67,73,100,0,S,4,35,STATE RD,2,3,2018-67
2018092733,3,3,67,1004,150,2337,N,2,30,TORRESDALE AV,2,3,2018-67
2018095798,3,3,67,,,,N,2,25,BINGHAM ST,4,,2018-67
2018095804,4,4,67,611,111,1727,S,2,30,BROAD ST,2,3,2018-67
2018090068,4,4,67,8016,250,545,W,1,20,RAMP RD,2,1,2018-67
2018090148,3,3,67,,,,W,1,,NORRIS ST,4,,2018-67
2018089141,3,3,67,,,,N,2,25,AMERICAN ST,4,,2018-67
2018095839,3,3,67,2016,100,1627,S,2,30,ALLEGHENY AV,2,3,2018-67
2018095851,4,4,67,3021,71,372,S,2,25,GRAYS FERRY AV,2,3,2018-67
2018095860,4,3,67,,,,W,2,25,WOODLAND AV,4,,2018-67
2018095919,5,5,67,,,,S,2,40,TINICUM BL,4,,2018-67
2018095928,3,3,67,3010,100,779,E,2,30,MARKET ST,2,3,2018-67
2018095941,3,3,67,,,,N,2,25,N 42ND ST,4,,2018-67
2018095942,5,5,67,,,,S,2,25,41ST ST,4,,2018-67
2018095949,3,3,67,,,,N,2,25,48TH ST,4,,2018-67
2018092912,5,5,67,,,,S,4,35,36TH ST,4,,2018-67
2018085649,3,3,67,1001,150,1346,S,2,35,VERREE RD,2,3,2018-67
2018087838,4,3,67,,,,S,2,25,BRYN MAWR AV,4,,2018-67
2018090945,4,5,67,,,,N,2,25,D ST,4,,2018-67
2018093026,5,5,67,,,,W,2,25,GLENWOOD AV,4,,2018-67
2018093050,3,3,67,13,10,1611,E,2,25,BALTIMORE AV,2,3,2018-67
2018093067,5,5,67,,,,N,2,25,FRONT ST,4,,2018-67
2018093074,3,4,67,,,,N,1,25,JASPER ST,4,,2018-67
2018093075,4,3,67,,,,E,2,25,CLEARFIELD ST,4,,2018-67
2018093084,3,3,67,,,,N,2,25,SCHOOL HOUSE LN,4,,2018-67
2018093089,3,4,67,,,,S,1,25,19TH ST,4,,2018-67
2018093122,3,3,67,,,,E,2,25,CHESTER AV,4,,2018-67
2018093125,3,3,67,,,,N,2,25,LINDBERGH BL,4,,2018-67
2018093126,6,6,67,3019,65,0,W,2,35,PASSYUNK AV,2,3,2018-67
2018093140,3,3,67,,,,E,1,25,BAINBRIDGE ST,4,,2018-67
2018096545,5,4,67,1016,3,318,W,2,30,HOLME AV,2,3,2018-67
2018093378,8,8,67,,,,E,2,25,COUNTY LINE RD,4,,2018-67
2018094696,4,3,67,,,,N,1,20,APSLEY ST,4,,2018-67
2018097178,3,3,67,3023,60,0,E,2,25,CHESTER AV,2,3,2018-67
2018097184,3,4,67,,,,N,2,25,9TH ST,4,,2018-67
2018095282,3,4,67,,,,E,2,20,LOGAN ST,4,,2018-67
2018095343,3,3,67,1009,130,2203,N,2,25,BUSTLETON AV,2,3,2018-67
2018095359,4,4,67,1005,121,2190,S,2,25,CASTOR AV,2,3,2018-67
2018095366,4,4,67,30,61,3688,S,1,25,GIRARD AV,2,3,2018-67
2018095096,3,3,67,1,120,335,N,2,50,ROOSEVELT BOULEVARD EX,2,1,2018-67
2018093952,3,3,67,676,4,2213,E,3,55,VINE STREET EX,1,1,2018-67
2018095341,3,3,67,,,,S,2,25,N 18TH ST,4,,2018-67
2018095355,4,4,67,,,,N,2,25,C ST,4,,2018-67
2018094173,6,6,67,,,,S,2,25,LC FROM FRONTAGE RD,4,,2018-67
2018095413,4,4,67,,,,S,2,25,MAIN ST,4,,2018-67
2018095474,3,3,67,76,3440,2269,E,2,50,SCHUYLKILL EX,1,1,2018-67
2018088707,3,3,67,1020,20,1700,N,2,35,PHILMONT AV,2,3,2018-67
2018092217,3,3,67,,,,N,2,30,LOGAN CR,4,,2018-67
2018095687,3,3,67,3025,20,2130,N,2,35,LINDBERGH BL,2,3,2018-67
2018089117,3,3,67,2007,140,2166,N,2,30,FRANKFORD AV,2,3,2018-67
2018095815,3,3,67,1009,140,1128,N,2,25,BUSTLETON AV,2,3,2018-67
2018095816,3,3,67,611,30,1049,N,3,30,BROAD ST,2,3,2018-67
2018095820,3,4,67,,,,W,2,,WASHINGTON AV,4,,2018-67
2018095822,3,4,67,,,,N,1,25,LINDENWOOD ST,4,,2018-67
2018095834,3,3,67,4003,10,2161,E,2,40,WISSAHICKON AV,2,3,2018-67
2018095870,4,4,67,611,41,0,S,3,30,BROAD ST,2,3,2018-67
2018095875,3,3,67,1005,161,1278,S,2,30,CASTOR AV,2,3,2018-67
2018090309,3,3,67,1,80,0,N,2,35,CITY AV,2,3,2018-67
2018090309,6,6,67,,,,W,2,,PRESIDENTIAL BL,4,,2018-67
2018095883,3,3,67,1004,40,457,E,2,30,ERIE AV,2,3,2018-67
2018095904,3,3,67,,,,N,2,25,CLEARFIELD ST,4,,2018-67
2018095909,3,3,67,611,70,0,N,3,30,BROAD ST,2,3,2018-67
2018095916,3,4,67,1018,41,0,W,2,30,GRANT AV,2,3,2018-67
2018095917,3,4,67,,,,N,2,25,WOODLAND AV,4,,2018-67
2018095919,3,3,67,291,20,1310,E,2,40,BARTRAM AV,2,3,2018-67
2018095921,4,3,67,,,,N,2,25,MANSFIELD AV,4,,2018-67
2018090402,4,4,67,,,,E,2,25,PINE HILL AV,4,,2018-67
2018095932,3,3,67,3013,40,663,N,2,35,ISLAND AV,2,3,2018-67
2018095942,4,4,67,30,61,1637,W,1,25,GIRARD AV,2,3,2018-67
2018089513,3,3,67,611,60,568,N,3,30,BROAD ST,2,3,2018-67
2018096166,4,4,67,,,,S,2,25,15TH ST,4,,2018-67
2018092507,3,4,67,,,,N,2,25,ROWLAND AV,4,,2018-67
2018095878,4,4,67,73,31,0,W,2,30,COTTMAN AV,2,3,2018-67
2018095910,3,4,67,,,,N,2,25,BAILEY ST,4,,2018-67
2018095912,3,4,67,,,,N,2,25,28TH ST,4,,2018-67
2018095912,4,3,67,,,,E,2,30,CECIL B MOORE AV,4,,2018-67
2018095920,4,3,67,,,,E,2,25,ABBOTTSFORD AV,4,,2018-67
2018095926,4,4,67,,,,N,3,25,SEVENTH ST,4,,2018-67
2018095930,3,3,67,,,,S,2,25,FIFTYEIGHTH ST,4,,2018-67
2018095937,3,3,67,,,,E,4,25,TYSON AV,4,,2018-67
2018095943,3,3,67,73,80,661,E,3,25,COTTMAN AV,2,3,2018-67
2018092717,5,5,67,8023,260,0,N,1,20,RAMP RD,2,1,2018-67
2018089710,3,3,67,4007,40,1406,S,2,25,WAYNE AV,2,3,2018-67
2018095906,4,3,67,,,,N,2,25,17TH ST,4,,2018-67
2018095911,4,5,67,,,,S,2,30,BINGHAM ST,4,,2018-67
2018095915,4,3,67,,,,W,1,30,SANGER ST,4,,2018-67
2018095916,5,5,67,,,,N,2,35,BLUE GRASS RD,4,,2018-67
2018095932,5,5,67,3021,10,0,E,2,25,ELMWOOD AV,2,3,2018-67
2018095935,4,4,67,13,220,0,N,2,30,FRANKFORD AV,2,3,2018-67
2018095935,5,5,67,13,221,0,S,2,30,FRANKFORD AV,2,3,2018-67
2018095935,6,6,67,1008,20,2151,N,3,25,LEVICK ST,2,3,2018-67
2018095938,3,3,67,30,30,2856,W,2,30,LANCASTER AV,2,3,2018-67
2018095943,4,4,67,,,,S,2,30,EDMUND ST,4,,2018-67
2018092907,7,7,67,,,,S,2,25,OGONTZ AV,4,,2018-67
2018092912,3,3,67,3010,54,1112,E,4,30,MARKET ST,2,3,2018-67
2018093025,3,3,67,,,,E,2,25,KESWICK RD,4,,2018-67
2018086204,3,3,67,2001,200,1346,N,2,25,RICHMOND ST,2,3,2018-67
2018090962,4,5,67,,,,N,2,25,OGONTZ AV,4,,2018-67
2018093032,3,3,67,,,,E,2,25,WESTMINSTER AV,4,,2018-67
2018093059,5,5,67,,,,E,2,25,LURAY ST,4,,2018-67
2018093078,3,3,67,2014,30,2031,E,2,30,LEHIGH AV,2,3,2018-67
2018093107,3,5,67,6001,271,0,S,3,40,ROOSEVELT BL,2,3,2018-67
2018093137,4,4,67,3010,51,595,W,1,30,MARKET ST,2,3,2018-67
2018093168,3,3,67,1004,220,1200,S,2,30,TORRESDALE AV,2,3,2018-67
2018093267,4,4,67,8061,250,398,W,2,20,RAMP RD,2,1,2018-67
2018095279,3,3,67,1014,60,2425,E,2,35,RHAWN ST,2,3,2018-67
2018095347,4,4,67,1,31,1039,W,2,35,CITY AV,2,3,2018-67
2018095348,4,3,67,,,,W,2,30,WESTMORELAND ST,4,,2018-67
2018095354,3,3,67,2001,160,796,N,2,25,RICHMOND ST,2,3,2018-67
2018095358,3,3,67,6001,231,0,S,3,40,ROOSEVELT BL,2,3,2018-67
2018095361,4,3,67,,,,E,2,25,DOMINO LN,4,,2018-67
2018089942,3,3,67,1008,10,1182,N,2,25,LEVICK ST,2,3,2018-67
2018092238,3,3,67,1,60,507,N,2,35,CITY AV,2,3,2018-67
2018095793,3,3,67,,,,W,2,25,PINE ST,4,,2018-67
2018092298,4,3,67,,,,W,1,30,DIAMOND ST,4,,2018-67
2018089141,4,5,67,,,,W,4,25,HUNTING PARK AV,4,,2018-67
2018095810,3,3,67,3009,140,1314,N,2,35,RIDGE AV,2,3,2018-67
2018095822,4,3,67,,,,W,1,25,RACE ST,4,,2018-67
2018095834,4,4,67,4003,11,2152,W,2,40,WISSAHICKON AV,2,3,2018-67
2018095845,3,4,67,,,,N,2,25,VENANGO RD,4,,2018-67
2018095856,3,3,67,,,,W,2,25,E GOWEN AV,4,,2018-67
2018095862,3,4,67,,,,W,2,25,LATIMER ST,4,,2018-67
2018095874,4,4,67,,,,N,2,25,DUNGAN RD,4,,2018-67
2018090296,5,5,67,,,,E,2,20,BENNER ST,4,,2018-67
2018095884,3,3,67,13,180,0,E,2,30,ROOSEVELT BL,2,3,2018-67
2018095895,3,3,67,611,190,1084,N,4,30,OLD YORK RD,2,3,2018-67
2018095897,4,3,67,,,,N,2,30,23RD ST,4,,2018-67
2018095906,3,4,67,,,,S,2,25,CONLYN ST,4,,2018-67
2018095921,3,4,67,,,,E,2,35,VERNON AV,4,,2018-67
2018095923,4,4,67,,,,N,2,25,MANSFIELD ST,4,,2018-67
2018095931,3,4,67,,,,N,2,30,70TH ST,4,,2018-67
2018095942,3,3,67,30,60,1635,E,1,25,GIRARD AV,2,3,2018-67
2018092907,4,4,67,309,51,0,S,2,35,CHELTENHAM AV,2,3,2018-67
2018092997,4,3,67,,,,N,2,30,FRONT ST,4,,2018-67
2018089741,3,3,67,611,100,1144,N,3,30,BROAD ST,2,3,2018-67
2018089524,3,3,67,,,,W,1,25,SPRINGFIELD AV,4,,2018-67
2018093026,3,3,67,611,80,2212,N,3,30,BROAD ST,2,3,2018-67
2018091479,5,5,67,2009,120,0,N,2,30,HARBISON AV,2,3,2018-67
2018093601,3,3,67,13,240,671,N,2,30,FRANKFORD AV,2,3,2018-67
2018094949,5,5,67,8023,260,0,N,1,20,RAMP RD,2,1,2018-67
2018097173,3,3,67,,,,S,2,25,S 55TH ST,4,,2018-67
2018097187,4,3,67,,,,S,1,25,19TH ST,4,,2018-67
2018095312,4,3,67,,,,N,2,25,ALGON AV,4,,2018-67
2018095361,3,4,67,,,,N,2,25,UMBRIA ST,4,,2018-67
2018097202,3,3,67,2008,20,445,E,2,25,GIRARD AV,2,3,2018-67
2018097206,4,3,67,,,,S,1,20,7TH ST,4,,2018-67
2018088708,4,4,67,,,,S,2,20,BANES ST,4,,2018-67
2018089997,4,3,67,,,,E,4,35,RED LION RD,4,,2018-67
2018095801,3,4,67,,,,E,2,25,CHRISTIAN ST,4,,2018-67
2018095801,4,3,67,,,,N,1,25,13TH ST,4,,2018-67
2018095865,4,4,67,,,,N,2,25,BOYER ST,4,,2018-67
2018095868,3,4,67,,,,E,1,35,ELLSWORTH ST,4,,2018-67
2018095876,3,3,67,3019,70,2842,N,2,35,PASSYUNK AV,2,3,2018-67
2018095879,4,4,67,,,,E,2,25,DEVEREAUX AV,4,,2018-67
2018095889,3,3,67,1001,40,526,N,2,35,RISING SUN AV,2,3,2018-67
2018095896,4,3,67,,,,W,2,25,SOMERSET ST,4,,2018-67
2018095911,3,3,67,232,52,618,S,2,25,OXFORD AV,2,3,2018-67
2018095919,4,4,67,291,21,1338,W,2,40,BARTRAM AV,2,3,2018-67
2018095925,4,4,67,2006,91,1725,W,2,25,SPRING GARDEN ST,2,3,2018-67
2018089340,4,4,67,,,,N,1,25,SYDENHAM ST,4,,2018-67
2018095932,4,4,67,3013,41,651,S,2,35,ISLAND AV,2,3,2018-67
2018095981,6,6,67,,,,W,4,30,ALTON ST,4,,2018-67
2018090581,3,3,67,2012,50,728,E,1,25,DAUPHIN ST,2,3,2018-67
2018090787,3,3,67,2001,190,0,N,2,25,RICHMOND ST,2,3,2018-67
2018092896,3,3,67,4004,30,2706,N,2,35,CHEW AV,2,3,2018-67
2018096292,3,4,67,,,,S,2,35,49TH ST,4,,2018-67
2018090962,3,3,67,,,,E,2,25,WALNUT LN,4,,2018-67
2018093050,4,4,67,,,,E,2,25,59TH ST,4,,2018-67
2018093070,4,3,67,,,,S,1,25,COTTAGE ST,4,,2018-67
2018093081,4,4,67,4011,20,3497,N,2,35,MIDVALE AV,2,3,2018-67
2018093081,5,5,67,,,,N,2,30,MIDVALE AV,4,,2018-67
2018093114,3,3,67,3009,200,1505,N,2,35,RIDGE AV,2,3,2018-67
2018093120,3,4,67,2676,10,1998,E,3,25,VINE ST,2,3,2018-67
2018093124,6,5,67,,,,N,2,25,LC TO FRONTAGE RD,4,,2018-67
2018093132,3,3,67,1013,100,542,N,1,35,ACADEMY RD,2,3,2018-67
2018093135,4,4,67,,,,N,1,25,CREIGHTON ST,4,,2018-67
2018093177,3,3,67,63,13,523,W,3,55,WOODHAVEN RD,2,1,2018-67
2018096509,3,3,67,95,260,962,N,4,55,DELAWARE EX,1,1,2018-67
2018096520,3,3,67,95,295,97,S,4,55,DELAWARE EX,1,1,2018-67
2018096710,4,3,67,1018,30,107,E,2,30,GRANT AV,2,3,2018-67
2018092337,3,3,67,676,10,582,E,2,55,VINE STREET EX,1,1,2018-67
2018095837,3,3,67,3003,50,897,N,2,40,UNIVERSITY AV,2,3,2018-67
2018095839,4,4,67,,,,N,2,25,CHATHAM ST,4,,2018-67
2018095846,3,3,67,2016,60,2073,E,2,30,ALLEGHENY AV,2,3,2018-67
2018095848,3,3,67,2016,50,1431,W,2,30,ALLEGHENY AV,2,3,2018-67
2018095870,5,5,67,,,,W,2,25,PARRISH ST,4,,2018-67
2018095878,3,5,67,,,,E,2,30,SUMMERDALE AV,4,,2018-67
2018095903,4,3,67,,,,W,2,25,DIAMOND ST,4,,2018-67
2018095910,4,3,67,,,,W,1,25,OXFORD ST,4,,2018-67
2018095913,4,4,67,291,181,526,S,2,25,BROAD ST,2,3,2018-67
2018095929,4,4,67,,,,S,2,25,MERSHON ST,4,,2018-67
2018095932,7,7,67,,,,E,2,30,ELMWOOD AV,4,,2018-67
2018095936,3,3,67,2009,110,441,N,2,30,HARBISON AV,2,3,2018-67
2018095940,3,4,67,,,,E,2,25,LEBANON AV,4,,2018-67
2018095940,4,3,67,,,,N,2,30,66TH ST,4,,2018-67
2018095981,4,4,67,1011,71,1637,W,2,30,WELSH RD,2,3,2018-67
2018090548,3,3,67,3017,60,282,N,2,35,FIFTYSECOND ST,2,3,2018-67
2018092907,6,6,67,4017,81,1058,S,1,35,UPSAL ST,2,3,2018-67
2018092912,4,4,67,3010,55,1114,W,2,30,MARKET ST,2,3,2018-67
2018095309,3,3,67,,,,N,2,35,N FRONT ST,4,,2018-67
2018095347,3,3,67,1,30,1039,E,2,35,CITY AV,2,3,2018-67
2018095359,5,5,67,,,,E,2,30,DEVEREAUX AV,4,,2018-67
2018095368,3,3,67,3,30,2268,E,3,35,CHESTNUT ST,2,3,2018-67
2018097199,5,4,67,,,,S,2,25,MARSTON ST,4,,2018-67
2018097206,3,4,67,,,,E,1,20,WHARTON ST,4,,2018-67
2018089942,4,4,67,,,,W,2,20,EDMUND ST,4,,2018-67
2018095813,4,4,67,,,,N,2,25,BRADFORD ST,4,,2018-67
2018095823,3,4,67,,,,W,1,25,YORK ST,4,,2018-67
2018095831,3,3,67,,,,N,2,30,C ST,4,,2018-67
2018095833,4,5,67,,,,W,2,35,WINDRIM AV,4,,2018-67
2018095842,3,4,67,,,,W,2,25,ANNSBURY ST,4,,2018-67
2018095849,3,4,67,,,,S,2,25,DARIEN ST,4,,2018-67
2018095862,4,3,67,,,,S,2,25,21ST ST,4,,2018-67
2018095874,3,3,67,1014,30,219,E,2,35,RHAWN ST,2,3,2018-67
2018095891,3,3,67,,,,W,3,30,PARKSIDE AV,4,,2018-67
2018095902,3,3,67,611,120,0,N,2,30,BROAD ST,2,3,2018-67
2018095907,3,4,67,,,,S,2,25,27TH ST,4,,2018-67
2018095907,4,3,67,2008,6,0,W,2,25,GIRARD AV,2,3,2018-67
2018095908,3,3,67,,,,S,1,25,N 12TH ST,4,,2018-67
2018090412,3,3,67,,,,W,2,30,EVANS ST,4,,2018-67
2018095931,4,3,67,,,,N,2,30,BUIST AV,4,,2018-67
2018092849,3,3,67,,,,E,3,45,BEN FRANKLIN BR,4,,2018-67
2018088071,3,3,67,,,,N,2,20,8TH ST,4,,2018-67
2018088071,5,4,67,,,,W,2,25,GERMANTOWN AV,4,,2018-67
2018096261,3,3,67,1002,80,1253,E,2,35,ADAMS AV,2,3,2018-67
2018090910,3,3,67,4002,80,0,U,2,35,STENTON AV,2,3,2018-67
2018093030,5,5,67,,,,E,2,25,POPLAR ST,4,,2018-67
2018093060,4,3,67,,,,N,2,25,B ST,4,,2018-67
2018093097,3,3,67,,,,W,2,25,WESTMORELAND ST,4,,2018-67
2018093117,4,4,67,,,,N,2,25,NINTH ST,4,,2018-67
2018093124,5,4,67,3019,65,2013,S,2,35,PASSYUNK AV,2,3,2018-67
2018093132,4,4,67,1013,101,554,S,1,35,ACADEMY RD,2,3,2018-67
2018093137,3,3,67,3010,50,589,E,1,30,MARKET ST,2,3,2018-67
2018096530,3,3,67,95,164,3002,N,3,55,DELAWARE EX,1,1,2018-67
2018095403,4,3,67,,,,N,3,30,CONVENTION AV,4,,2018-67
2018097201,4,3,67,1005,130,0,N,2,25,CASTOR AV,2,3,2018-67
2018097285,3,4,67,,,,E,2,25,WISTER ST,4,,2018-67
2018088708,3,3,67,1011,60,491,E,2,35,WELSH RD,2,3,2018-67
2018095687,5,4,67,3025,21,2135,S,2,35,LINDBERGH BL,2,3,2018-67
2018095696,4,3,67,,,,N,2,25,SEROTA PL,4,,2018-67
2018095805,4,3,67,,,,E,2,30,E WYOMING AV,4,,2018-67
2018090033,3,3,67,76,3445,1795,W,2,50,SCHUYLKILL EX,1,1,2018-67
2018090068,3,3,67,76,3445,3700,W,2,50,SCHUYLKILL EX,1,1,2018-67
2018095833,3,3,67,,,,N,2,25,ROCKLAND AV,4,,2018-67
2018095840,3,3,67,2009,30,1006,S,2,30,ARAMINGO AV,2,3,2018-67
2018095841,3,3,67,,,,S,2,25,MASCHER ST,4,,2018-67
2018095859,3,3,67,,,,W,2,25,LINDBERGH BL,4,,2018-67
2018095869,3,3,67,3037,23,0,S,4,35,JOHN F KENNEDY BL,2,3,2018-67
2018090236,3,3,67,676,10,2279,E,2,55,VINE STREET EX,1,1,2018-67
2018095884,4,4,67,13,181,0,W,2,30,ROOSEVELT BL,2,3,2018-67
2018095896,3,4,67,,,,N,2,25,22ND ST,4,,2018-67
2018095897,3,4,67,,,,W,1,30,LIPPINCOTT ST,4,,2018-67
2018095901,3,3,67,1,91,487,S,3,50,ROOSEVELT BOULEVARD EX,2,1,2018-67
2018095902,5,5,67,,,,E,1,25,PIKE ST,4,,2018-67
2018095917,4,3,67,,,,N,2,25,S 72ND ST,4,,2018-67
2018095928,5,5,67,,,,N,2,25,21ST ST,4,,2018-67
2018095939,3,3,67,,,,W,2,,W GIRARD AV,4,,2018-67
2018090787,4,4,67,,,,N,99,30,WHEATSHEAF LN,4,,2018-67
2018092896,4,4,67,,,,E,1,20,CHURCH LN,4,,2018-67
2018133291,3,3,67,,,,E,1,20,CLYMER ST,4,,2018-67
2018133420,3,3,67,73,80,0,E,3,25,COTTMAN AV,2,3,2018-67
2018133428,6,5,67,3002,20,3581,E,3,40,EIGHTYFOURTH ST,2,2,2018-67
2018133479,3,3,67,,,,S,2,25,PARK AV,4,,2018-67
2018090959,4,4,67,,,,N,2,30,HAWTHORNE ST,4,,2018-67
2018054087,3,3,67,3009,140,2278,S,2,30,RIDGE AV,2,3,2018-67
2018094516,3,3,67,3023,60,1957,W,2,25,CHESTER AV,2,3,2018-67
2018094696,3,4,67,,,,E,2,20,GREENE ST,4,,2018-67
2018093667,3,3,67,,,,N,2,20,AMERICAN ST,4,,2018-67
2018095006,3,3,67,95,215,1474,S,3,55,DELAWARE EX,1,1,2018-67
2018097172,3,3,67,,,,N,2,25,60TH ST,4,,2018-67
2018097184,4,3,67,,,,W,2,25,HUNTING PARK AV,4,,2018-67
2018097190,4,3,67,,,,N,2,25,5TH ST,4,,2018-67
2018097193,3,3,67,2014,90,1582,E,2,25,LEHIGH AV,2,3,2018-67
2018096823,4,3,67,,,,N,2,20,BELGREEN RD,4,,2018-67
2018095281,4,3,67,,,,E,2,25,E CROWN AV,4,,2018-67
2018095312,3,4,67,,,,N,2,25,SHELMIRE AV,4,,2018-67
2018095347,5,5,67,3015,130,2013,N,2,25,SIXTYTHIRD ST,2,3,2018-67
2018097209,4,4,67,,,,S,3,40,F ST,4,,2018-67
2018089989,5,5,67,,,,E,2,30,NORTHEAST AV,4,,2018-67
2018089068,3,3,67,3,50,2193,E,3,35,CHESTNUT ST,2,3,2018-67
2018095817,4,4,67,,,,W,2,25,WESTMINSTER AV,4,,2018-67
2018095834,6,6,67,4009,21,0,S,1,35,ROBERTS AV,2,3,2018-67
2018095865,3,3,67,4017,50,686,E,2,25,UPSAL ST,2,3,2018-67
2018090296,3,3,67,1005,120,1573,N,2,25,CASTOR AV,2,3,2018-67
2018090331,3,3,67,73,100,0,S,4,35,STATE RD,2,3,2018-67
2018095884,5,5,67,611,120,2116,N,2,30,BROAD ST,2,3,2018-67
2018095888,5,5,67,,,,E,2,30,LARGE ST,4,,2018-67
2018095890,4,3,67,,,,S,4,30,WHITAKER AV,4,,2018-67
2018095903,3,4,67,,,,W,2,25,GLENWOOD ST,4,,2018-67
2018095911,5,4,67,,,,S,2,30,PRINCETON AV,4,,2018-67
2018095922,4,3,67,,,,U,2,25,WAKEFIELD ST,4,,2018-67
2018095933,3,3,67,1005,90,871,N,2,25,CASTOR AV,2,3,2018-67
2018095938,4,4,67,,,,W,2,25,LANSDOWNE AV,4,,2018-67
2018095981,3,3,67,1011,70,1633,E,2,30,WELSH RD,2,3,2018-67
2018053675,3,3,67,1,41,1417,S,2,35,CITY AV,2,3,2018-67
2018047638,5,4,67,,,,W,5,35,CALLOWHILL ST,4,,2018-67
2018092907,5,5,67,2035,10,0,N,3,35,CHELTENHAM AV,2,3,2018-67
2018089739,3,3,67,,,,E,2,25,DIAMOND ST,4,,2018-67
2018089741,4,4,67,611,101,1144,S,3,30,BROAD ST,2,3,2018-67
2018091479,7,7,67,,,,E,2,25,DEVEREAUX AV,4,,2018-67
2018093494,4,3,67,,,,N,1,20,13TH ST,4,,2018-67
2018096867,3,3,67,76,3445,841,W,2,50,SCHUYLKILL EX,1,1,2018-67
2018096912,3,3,67,676,3,2941,W,3,55,VINE STREET EX,1,1,2018-67
2018097179,3,3,67,1,201,3012,S,3,40,ROOSEVELT BL,2,3,2018-67
2018097185,5,5,67,,,,E,2,25,SAINT VINCENT ST,4,,2018-67
2018097190,3,4,67,,,,E,2,25,CECIL B MOORE AV,4,,2018-67
2018097195,3,3,67,1,101,3399,S,3,50,ROOSEVELT BOULEVARD EX,2,1,2018-67
2018096818,4,4,67,1018,41,0,W,2,45,GRANT AV,2,3,2018-67
2018095314,3,3,67,,,,N,2,25,BELFIELD AV,4,,2018-67
2018095363,3,3,67,3004,20,581,S,2,25,SIXTYFIFTH ST,2,3,2018-67
2018094173,3,3,67,3019,90,0,N,1,35,PASSYUNK AV,2,3,2018-67
2018095807,4,3,67,,,,E,2,25,CECIL B MOORE AV,4,,2018-67
2018090076,3,3,67,76,3424,719,E,3,50,SCHUYLKILL EX,1,1,2018-67
2018095821,4,4,67,,,,N,1,25,MILLICK ST,4,,2018-67
2018095832,3,4,67,,,,W,2,25,WAGNER AV,4,,2018-67
2018095833,5,4,67,,,,W,2,25,SYDENHAM ST,4,,2018-67
2018095842,4,3,67,,,,N,2,25,5TH ST,4,,2018-67
2018095863,4,3,67,,,,E,2,35,BENJAMIN FRANKLIN PK,4,,2018-67
2018090296,4,4,67,1005,121,1627,S,2,25,CASTOR AV,2,3,2018-67
2018095882,3,3,67,2676,10,69,E,3,25,VINE ST,2,3,2018-67
2018095890,3,4,67,,,,E,2,25,FANSHAWE ST,4,,2018-67
2018095893,3,3,67,,,,W,4,30,SIXTYSIXTH AV,4,,2018-67
2018095894,3,3,67,611,170,1618,N,2,30,BROAD ST,2,3,2018-67
2018095894,5,5,67,,,,W,2,25,SPENCER ST,4,,2018-67
2018095898,3,3,67,,,,S,2,25,N 15TH ST,4,,2018-67
2018095909,4,4,67,611,71,0,S,3,30,BROAD ST,2,3,2018-67
2018095923,3,3,67,4017,60,1029,N,2,35,UPSAL ST,2,3,2018-67
2018095924,3,3,67,3004,10,1611,S,2,25,SIXTYFIFTH ST,2,3,2018-67
2018089343,3,3,67,2009,71,1915,S,2,30,ARAMINGO AV,2,3,2018-67
2018094541,3,3,67,676,5,2643,W,3,55,VINE STREET EX,1,1,2018-67
2018093564,3,3,67,,,,N,2,20,VALLEY ST,4,,2018-67
